Stanza_text,ST_Correct,Title,Author,Year,Copyrighted
"¿De dónde vengo?... El más horrible y áspero 
de los senderos busca; 
las huellas de unos pies ensangrentados 
sobre la roca dura, 
los despojos de un alma hecha jirones 
en las zarzas agudas, 
te dirán el camino 
que conduce a mi cuna. 
¿Adónde voy? El más sombrío y triste 
de los páramos cruza, 
valle de eternas nieves y de eternas 
melancólicas brumas. 
En donde esté una piedra solitaria 
sin inscripción alguna, 
donde habite el olvido, 
Allí estará mi tumba.",silva_arromanzada,RIMA LXVI,"Bécquer, Gustavo Adolfo",1870,
"En estos campos de la tierra mía, 
y extranjero en los campos de mi tierra 
— yo tuve patria donde corre el Duero 
por entre grises peñas, 
y fantasmas de viejos encinares, 
allá en Castilla, mística y guerrera, 
Castilla la gentil, humilde y brava, 
Castilla del desdén y de la fuerza — , 
en estos campos de mi Andalucía, 
¡oh tierra en que nací!, cantar quisiera.",silva_arromanzada,En estos campos de la tierra mía,"Machado, Antonio",1939,
"¡Las figuras del campo sobre el cielo!

Dos lentos bueyes aran
en un alcor, cuando el otoño empieza,
y entre las negras testas doblegadas
bajo el pesado yugo,
pende un cesto de juncos y retama,
que es la cuna de un niño;

y tras la yunta marcha
un hombre que se inclina hacia la tierra,
y una mujer que en las abiertas zanjas
arroja la semilla.

Bajo una nube de carmín y llama,
en el oro fluido y verdinoso
del poniente, las sombras se agigantan.",silva_arromanzada,Campos de Soria IV,"Machado, Antonio",1939,
"¡Colinas plateadas,
Grises alcores, cárdenas roquedas
Por donde traza el Duero
Su curva de ballesta
En torno a Soria, oscuros encinares
Ariscos pedregales, calvas sierras,
Caminos blancos y álamos del río,
Tardes de Soria, mística y guerrera,
Hoy siento por vosotros, en el fondo
Del corazón, tristeza,
Tristeza que es amor! ¡Campos de Soria
Donde parece que las rocas sueñan,
Conmigo vais! ¡Colinas plateadas,
Grises alcores, cárdenas roquedas!…",silva_arromanzada,Campos de Soria VII,"Machado, Antonio",1939,
"Busca en tu prójimo espejo;
pero no para afeitarte,
ni para teñirte el pelo.",soleá,Proverbios y cantares XXXIX,"Machado, Antonio",1939,
"...Pero yo he visto beber
hasta en los charcos del suelo.
Caprichos tiene la sed.",soleá,Proverbios y cantares XXI,"Machado, Antonio",1939,
"Despacito y buena letra:
el hacer las cosas bien
importa más que el hacerlas.",soleá,Proverbios y cantares XXIV,"Machado, Antonio",1939,
"Ordéname el pensamiento
—lo único que te pido—
para eso me lo has revuelto.",soleá,Setenta balcones y ninguna flor,"Quiroga, Horacio",1937,
"Vestida con mantos negros 
piensa que el mundo es chiquito  
y el corazón es inmenso.",soleá,LA SOLEÁ,"García Lorca, Federico ",1936,
"Le tiembla al cantar la voz.
Ya no le silban sus coplas,
que silba su corazón.",soleá,Proverbios y cantares LIV,"Machado, Antonio",1939,
"Conversación de gitanos:
—¿Cómo vamos, compadrito?
—Dando vueltas al atajo.",soleá,Proverbios y cantares LVI,"Machado, Antonio",1939,
"El pensamiento barroco
pinta virutas de fuego,
hincha y complica el decoro.",soleá,Proverbios y cantares LXXXVIII,"Machado, Antonio",1939,
"Siempre en alto, siempre en alto,
¿Renovación? Desde arriba.
Dijo la cucaña al árbol.",soleá,Proverbios y cantares XCI,"Machado, Antonio",1939,
"El tono lo da la lengua,
ni más alto ni más bajo;
sólo acompáñate de ella.",soleá,Proverbios y cantares LXXVI,"Machado, Antonio",1939,
"Al amanecer,
el mundo me besa
en tu boca, mujer.",tercetillo,VOCES DE MI COPLA y CANCIONCILLAS IDEALES,"Jiménez Mantecón, Juan Ramón ",1958,Yes
"Muerto mío, muerto mío:
nadie nos siente en la tierra
donde haces caliente el frío.",tercetillo,CANCIONERO Y ROMANCERO DE AUSENCIAS,"Hernández, Miguel",1942,Yes
"¿Dijiste media verdad?
Dirán que mientes dos veces
si dices la otra mitad.",tercetillo,Proverbios y cantares XLIX,"Machado, Antonio",1939,
"Nunca traces tu frontera,
ni cuides de tu perfil;
todo eso es cosa de fuera.",tercetillo,Proverbios y cantares XIV,"Machado, Antonio",1939,
"Renace ácido sonido;
balance y tono,
sentido.",tercetillo,Renace,"Feijoo, Marcos",-,Yes
"Trémulo canto
sus piernas se abrieron
parió mi llanto",tercetillo,Trémulo canto,"García Vargas, Antonio ",-,Yes
"Por la Mancha
Sancho se aquijota
y Quijote se ensancha.",tercetillo,Por la Mancha,"Fuertes, Gloria",1998,Yes
"Hora de mi corazón:
la hora de una esperanza
y una desesperación.",tercetillo,Proverbios y cantares,"Machado, Antonio",1939,
"¡Qué cosa tan singular!
¡Ese joven literato
aún se sabe persignar!",tercetillo,¡Qué cosa tan singular!,"Darío, Rubén",1916,
"No es el yo fundamental
eso que busca el poeta,
sino el tú esencial.",tercetillo,Proverbios y cantares XXXVI,"Machado, Antonio",1939,
"Ni la gracia del Rey ni cuanto puede
 dar el imperio sumo de la tierra
 a la imaginación que a todo excede",terceto,El villano en su rincón,"de Vega Carpio, Lope",1635,
"Esto fue escrito por Nicolás Guillén, antillano, 
en el año de nil tloaecientos treinta y cuatro
Esto fue escrito por Nicolás Guillén, antillano,",terceto,LÁPIDA,"Guillén, Nicolás ",1989,Yes
"En medio del invierno está templada
el agua dulce desta clara fuente,
y en el verano más que nieve helada.",terceto,Égloga II,"de la Vega, Garcilaso",1536,
"Avaro miserable es el que encierra,
la fecunda semilla en el granero,
cuando larga escasez llora la tierra",terceto,Epístola a Damián Menéndez Rayén y Francisco Giner de los Ríos,"Ruiz Aguilera, Ventura",1881,
"No he de callar, por más que con el dedo,
ya tocando la boca o ya la frente,
silencio avises o amenaces miedo",terceto,"EPÍSTOLA SATÍRICA Y CENSORIA CONTRA LAS COSTUMBRES PRESENTES DE LOS CASTELLANOS, ESCRITA A DON GASPAR DE GUZMÁN, CONDE DE OLIVARES, EN SU VALIMIENTO  ","de Quevedo, Francisco ",1645,
"Avaro miserable es el que encierra,
la fecunda semilla en el granero,
cuando larga escasez llora la tierra.",terceto,Epístola a Damián Menéndez Rayén y Francisco Giner de los Ríos,"Ruiz Aguilera, Ventura",1881,
"Un manotazo duro, un golpe helado,
un hachazo invisible y homicida,
un empujón brutal te ha derribado.",terceto,Elegía,"Hernández, Miguel",1942,Yes
"No hay extensión más grande que mi herida,
lloro mi desventura y sus conjuntos
y siento más tu muerte que mi vida.",terceto,Elegía,"Hernández, Miguel",1942,Yes
"Mas ya parece que mi pluma sale
del término de epístola, escribiendo
a ti, que eres de mí lo que más vale",terceto,Carta para Arias Montano,"de Aldana, Francisco ",1578,
"Fabio, las esperanzas cortesanas
prisiones son do el ambicioso muere
y donde al más astuto nacen canas.",terceto,Epístola moral a Fabio ,"Fernández de Andrada, Andrés ",1648,
"El que no las limare o las rompiere,
ni el nombre de varón ha merecido
ni subir al honor que pretendiere.",terceto,Epístola moral a Fabio ,"Fernández de Andrada, Andrés ",1648,
"El ánimo plebeyo y abatido
Elija, en sus intentos temeroso,
Primero estar suspenso que caído;",terceto,Epístola moral a Fabio ,"Fernández de Andrada, Andrés ",1648,
"Que el corazón entero y generoso
Al caso adverso inclinará la frente
Antes que la rodilla al poderoso.",terceto,Epístola moral a Fabio ,"Fernández de Andrada, Andrés ",1648,
"–¡Luz, dadme luz! – clamé con infinito
afán, con el afán del moribundo
a quien mira su culpa de hito en hito.",terceto,LA SELVA OSCURA,"Núñez de Arce, Gaspar ",1903,
"Sin el vivo calor, sin el fecundo
rayo de la ilusión consoladora,
¿qué fuera de la vida y qué del mundo?",terceto,LA SELVA OSCURA,"Núñez de Arce, Gaspar ",1903,
"¡Lejos de mí las sombras que a deshora
llenan de espanto la conciencia humana!
Y al decir esto, penetró la aurora",terceto,LA SELVA OSCURA,"Núñez de Arce, Gaspar ",1903,
"¿Es una nube? ¿Es un punto vacío
en el azul...? No, amigo mío,
en un bando de garzas... Son las novias del Río...",terceto_monorrimo,LAS GARZAS,"Blanco Meaño, Andrés Eloy ",1955,Yes
"Blancas y finas, y en el manto apenas
visibles, y con aire de azucenas,
las manos, que no rompen mis cadenas.",terceto_monorrimo,EL FANTASMA,"Díaz Mirón, Salvador ",1928,
"Azules y con oro enarenados,
como las noches limpias de nublados,
los ojos, que contemplan mis pecados.",terceto_monorrimo,EL FANTASMA,"Díaz Mirón, Salvador ",1928,
"Como albo pecho de paloma el cuello,
y como crin de sol barba y cabello,
y como plata, el pie descalzo y bello…",terceto_monorrimo,EL FANTASMA,"Díaz Mirón, Salvador ",1928,
"Y abrillantó a mi espíritu la cumbre
con fugaz cuanto rica certidumbre,
como con tintas de refleja lumbre.",terceto_monorrimo,EL FANTASMA,"Díaz Mirón, Salvador ",1928,
"Y suele retornar, y me reintegra
la fe que salva y la ilusión que alegra,
y un relámpago enciende mi alma negra.",terceto_monorrimo,EL FANTASMA,"Díaz Mirón, Salvador ",1928,
"Bajo el ronco motín que grita muerte,
el sagrado bajel cruje de suerte
que semeja reír - El genio es fuerte;",terceto_monorrimo,EL PREDESTINADO  ,"Díaz Mirón, Salvador ",1928,
"Y aún ante indicio, de locura o dolo,
no culpa de falaz a Marco Polo,
y se obstina en creer, inmenso y solo.",terceto_monorrimo,EL PREDESTINADO  ,"Díaz Mirón, Salvador ",1928,
"Su fe suele medrar cuando vacila...
¡Así la llama del hachón oscila
al viento, y es mayor por intranquila!",terceto_monorrimo,EL PREDESTINADO  ,"Díaz Mirón, Salvador ",1928,
"En el ignoto piélago la nave
sigue al azar el ímpetu de un ave.
¿A dónde va? ¡Ni el Genovés lo sabe!",terceto_monorrimo,EL PREDESTINADO  ,"Díaz Mirón, Salvador ",1928,
